Date,Titres,Contents
2020-07-23 ,J ai souscrit la fibre pro 2 pannes en… ,J ai souscrit la fibre pro 2 pannes en 3 mois cette fois d apres orange un autre operateur a debranché  ma fibre pour l attribuée a quelq un d autreCela fait 15 jours que je suis en panne et l on vient de m annoncé que je dois attendre encore 21 jours minimun.Je vais contacter le service juridique de mon assurance ainsi q une association de consommateurs
2020-07-23 ,SAV pour les offres entreprises est nul ,SAV nul. Déjà il faut chercher le bon numéro pour les avoir. Ensuite il faut mettre une serie de chiffres  puis appuyer sur des boutons pendant 10 minutes pour se rendre compte qu'il faut recommencer et rappeler. C'est une façon vraiment arcaïque: bienvenue au temps du minitel! J'ai attendu 28 minutes pour avoir un conseiller  très gentil et à l'écoute  c'est pourquoi je mets une seconde étoile. Sinon c'est horriblement cher  il n'y à rien qui justifie un tel écart avec les concurrents en terme de tarif. Nous sommes passés chez SFR. Nous verrons bien...
2020-07-22 ,orange se permet de couper ma ligne… ,orange se permet de couper ma ligne sans préavis pour plusieurs jours....rien à talquer de ses utilisateurs une honte ...à fuir...bande de .....
2020-07-22 ,agression et menasse de mort sur un client ,"Hier  je suis passer en boutique Orange au Pontet (84130) pour me plaindre que mon téléphone étanche ne l'était pas!!!(il a reçu la quantité d'une cuillère a soupe d'eau de robinet et il s'est remplit) on s'est fait agressé verbalement par la vendeuse JULIE et viré de la boutique. Aujourd’hui après avoir appelé le service client Orange et le service client Sony je suis repassé en boutique pour demandé la facture ou un justificatif du téléphone( téléphone acheter il y a plus de 2 ans et remplacer par la suite d'un problème. pas le même IMEI sur le premier téléphone et sur le 2eme téléphone.) Le vendeur n'a pas aimé avoir eu tord et ma menacé (""je vais le taper"" a t'il dit). Par la suite il m'a agressé   m'a menacé de mort et de me ""lyncher"" devant des clients et la sécurités! La responsable l'a laissé faire et m'a dit que j’étais en tord! je n'ai pas voulu en arrivé la et j'ai peur de retourner en boutique ou de passer même à Auchan le Pontet (84130)! Le vendeur n'est pas viré.A CROIRE QUE SE FAIRE AGRESSER EST NORMAL!!"
2020-07-22 ,j écris pour une personne de 70 ans qui… ,j écris pour une personne de 70 ans qui se fait simplement spolier par orange 2 téléphone portable acheté en 2 ans et qui ne fonctionne plus au bout de 10 mois . on ne lui échange pas  NON  on lui vend  a 150 euros quand même. accueil téléphonique  exécrable  personne du bout du monde? inaudible  seule réponse renvoyer le téléphone pour réparation alors que cette personne est hospitaliser aucun geste commerciale . dommage de ne pas mettre 0. 1 étoile s' est déjà de trop  . je peux affirmer que la fidélité n est pas récompenser .INADMISSIBLE
2020-07-21 ,Pisser dans un violon...  un service Pro inexistant ! ,Je n'ai pas d'Internet depuis quatre mois  ma box ne fonctionne pas  malgré plusieurs réclamations et six passages successifs de techniciens chez moi   qui se renvoient la balle? Autant pisser dans un violon.J'ai écrit au Service Clientèle national d'Orange PRO  en LR  ça fait un mois et zéro réponse.Je vais tenter le médiateur maintenant  pour tenter d'arriver à quelque chose...  mais le service Orange est absolument déplorable... et pourtant je suis en plein Paris  au 52 bd Voltaire.C'est lamentable...
2020-07-21 ,Une honte ,Une honteClient depuis 20 ans je change.Incompétence totale  je commande une téléphone pour ma fille j' en reçoit 2 (avec 2 forfaits et prevelé 2 fois 250 €)Impossible de régler le problème avec le service client qui vous balade et vous ment  j'ai décider de faire jouer mon droit de rétractationc fini orange une honte
2020-07-21 ,Bonjour ,Bonjour  je suis super en colère  non seulement on attends plus de 10 minutes pour avoir un interlocuteur  et une fois que l'on a enfin quelqu'un  c est l horreur. On nous renseigne très mal jamais le même renseignement. Ils sont hautains  désagréables et incompétents.
2020-07-21 ,Execrable ,Execrable ! orange pro avec 2 ligne mobiles ! on me facture les comm de la ligne Voip alors que c'est compris dans le forfait. Impossible de contacter qqun par chat  mail  tel... Musique attente ... Jamais vu une entreprise aussi nulle. Des incompétents à la pelle
2020-07-21 ,Si je pourrais mettre zéro sa serait… ,Si je pourrais mettre zéro sa serait topOrange ce moque  de leur client j'ai acheter chez eux un téléphone sous garantie on me demande  145 euros alors que c'est l'afficheur qui est devenue noir au contact du chargeur ensuite je suis retournée les voir il m'envoie chez Samsung c'est a eux de réparer les téléphone de leur boutique pas au client c'est vraiment  n'importent quoi le SAV orange pourrit.
2020-07-21 ,Bien quand il n y a pas de soucis ,Pour être honnête  quand il n y a pas de problème là fibre fonctionne plutôt bien. Mais dès qu il y a un problème orange ne fait rien. Et nous oublie  nous bloque même ! Pendant 2 mois  depuis juin ! Nous n avons rien eu ni téléphone ni fibre... finalement nous avons eu des techniciens qui n étaient mm pas habilité.
2020-07-20 ,Problème de priorité chez Orange... ,Mon père  93 ans a une ligne fixe  cette ligne sert pour l'alarme santé qui peut être déclenchée à tout moment pour lui porter secours. Suite à un problème sur la ligne signalé le 17 juillet  l'intervention est programmée le 25 juillet... Il semblerait qu'il n'y ait pas de gestion de l'urgence chez Orange... Une personne de 93 ans vivant seule avec un bracelet connecté sur sa ligne téléphone en cas de problème de santé n'est pas considéré comme prioritaire par rapport à une connexion internet défaillante...
2020-07-20 ,Boutique Orange les portes d' Albi ,Boutique Orange les portes d' Albi. Ne pas y aller sans RDV. Car juste pour changer le décodeur TV.  + D'1h d'attente. De là  le salarié d'orange me dit c'est 10€. Alors que j'ai un courrier d'orange. De plus il rajoute  je peux pas le faire sans l'autorisation de votre conjoint. Je lui fais remarquer que sur le courrier  il y a nos 2 noms. Malgré ça  il appel mon conjoint. Enfin bref  épouvantable. Arrivée chez moi  j'appel orange. Eux ne trouve pas de trace de ce fameux courrier (reçu juste avant le confinement). Donc je vais aller chez SFR. Ça devient pourri Orange.
2020-07-20 ,Orange sont des menteurs j ai pris un… ,Orange sont des menteurs j ai pris un abonnement à la fibre   je prend ma journée pour recevoir le technicien pour m entendre dire que mon bâtiment n a pas la fibre . Il sont plus pressés de vendre tous et n importe quoi pour toucher leur com. Service de livraison lamentable toujour pas reçu mon décodeur car il ne peuvent même pas le livre dans leur propre magasin honte a eux payé si cher pour rien c frustrant
2020-07-20 ,Tout mais pas Orange ,Tout mais pas Orange. La galère. Avec Orange c est le cinquième monde. Ne sont ni professionnel ni transparent .Ils ont forme leur personnel a nous raconter des salades. J attend avec impatience la fin contrat. Cherchez d autres opérateurs même dans l océan mais pas Orange. Il devrait changer de couleur car Orange trop beau pour eux 
2020-07-20 ,Sur le portails orange actus je publie… ,Sur le portails orange actus je publie des avis et il ne conviennent pas aux modérateurs de chez orange donc soit il mette plusieurs avis devants le miens où il le publie 2 jours après donc les publications sur orange sont truqué et je respect les close d'orange
2020-07-20 ,qualité technique nickel depuis 4ans ,qualité technique nickel depuis 4ans; ca justifie le prix?
2020-07-20 ,Ce n'est pas mauvais qu'il faudrait indiquer dans l'echelle des appreciations  mais exécrable ! Orange est la pire des entreprises françaises ,Panne complète de téléphone fixe et internet. Reseau mobile inexistant. Mauvaise volonté des agents qui se fichent éperdument de vos problèmes. Merci Orange. Je sais ce qui me reste à faire.
2020-07-18 ,Dépannage orange. ,Suite à un orage j'ai été privé 33 jours de mes services orange  télévision-internet-téléphone fixe. Orange m'a donné 4 rdv qui n'ont pas été honorés avec un technicien  le 5ème a été le bon  diagnostique: box grillée et une heure plus tard tout rentrai dans l'ordre.Dédommagement accordé par orange  30 euros en moins sur ma prochaine facture donc 0 90 euros par jours de privation alors que j'ai demandé la gratuité de la prochaine facture.Attitude absolument scandaleuse pour une enseigne comme orange.
2020-07-17 ,Bon.. ,Bon... Jadis eu quelques soucis avec eux suite à une '' résiliation de ma ligne par un autre opérateur  sans que j'en soit jamais informé. '' et ayant du mener l'enquête moi même pour comprendre d'où venait le soucis pendant un mois en appellant une centaine de fois durant ce mois  le 3900... Ça c'est très bien fini finalement et ils ont fait des gestes commerciaux très cool.Pour vous dire recèment j'ai été hyper agréablement surpris  j'ai déménagé chez ma compagne qui était chez SFR et elle avait une connexion très passable (vieux Nice)... 700ko/sc en téléchargement... J'ai ramené mon abonnement box (fibre à l'époque snif) chez elle...j'avais peur que ça soit la même rangaine niveau connexion... Que chez sfr... PAF... En adsl simple  on est passé À 1 5MO/SC en téléchargement... Débit doublé en débit montant... Gros étonnement... Bref... Vous ne voulez pas vous faire brider vos lignes ? Allez chez orange...
2020-07-17 ,Mon wifi ne permet pas de se connecter… ,Mon wifi ne permet pas de se connecter avec un ordinateur et un téléphone en même temps c’est une honte !!!!!
2020-07-17 ,Quelques salariés sympathiques.. Le reste à fuir... ,Quelques salariés sympathiques... Le reste est à coller à la poubelle... Encadrement supérieur incompétent (péteux genre grandes écoles). Procédure cloisonnées. Structure en silo. Professionnellement on choisit ORANGE qui est plus cher dans l'espoir d'avoir mieux... Grossière erreur. Quant à leur assurance vol - qui coûte extrêmement cher - c'est une pure arnaque administrée par des gens à qui j'offre un DALLOZ assurances périmé ça les avancera un peu. A fuir !
2020-07-16 ,Opérateur lamentable ,Cet opérateur est exactement comme les autres  défaillant de toute part  internet au ralenti  car la fibre on ne sait pas quand elle va arrive  la wifi Est catastrophique  j’ai la box  au salon et la connexion ne fonctionne même pas dans le bureau qui est à quelques mètres !Avant je pestais contre SFR mais je vois qu’Orange n’apporte pas de meilleures prestation  pas étonnant quand on sait qu’il fonctionne avec des lignes archaïques car cela coûte cher de les remplacer.....Bref  la France a 30 ans de retard dans tous les domaines et pas seulement en informatique ! 👎
